ITEM CODE,SALE PRICE,,,,,,,,,,,,,,,,,,,,
00298409,2609,,,,,,,,,,,,,,,,,,,,
00298471,2647,,,,,,,,,,,,,,,,,,,,
00298650,15557,,,,,,,,,,,,,,,,,,,,
00298739,3402,,,,,,,,,,,,,,,,,,,,
00298753,5100,,,,,,,,,,,,,,,,,,,,
00298796,4148,,,,,,,,,,,,,,,,,,,,
00299691,7900,,,,,,,,,,,,,,,,,,,,
00300158,2250,,,,,,,,,,,,,,,,,,,,
00300165,2889,,,,,,,,,,,,,,,,,,,,
00300166,2875,,,,,,,,,,,,,,,,,,,,
00300218,4106,,,,,,,,,,,,,,,,,,,,
00300229,2708,,,,,,,,,,,,,,,,,,,,
00349586,5952,,,,,,,,,,,,,,,,,,,,
00349704,2043,,,,,,,,,,,,,,,,,,,,
00349723,2968,,,,,,,,,,,,,,,,,,,,
00349742,2750,,,,,,,,,,,,,,,,,,,,
00349752,3552,,,,,,,,,,,,,,,,,,,,
00399240,5352,,,,,,,,,,,,,,,,,,,,
00341441,22600,,,,,,,,,,,,,,,,,,,,
00299320,24848,,,,,,,,,,,,,,,,,,,,
00299383,17900,,,,,,,,,,,,,,,,,,,,
00299469,22460,,,,,,,,,,,,,,,,,,,,
00299588,13887,,,,,,,,,,,,,,,,,,,,
00299606,9172,,,,,,,,,,,,,,,,,,,,
00299622,8950,,,,,,,,,,,,,,,,,,,,
00349959,16541,,,,,,,,,,,,,,,,,,,,
00350120,6800,,,,,,,,,,,,,,,,,,,,
00350143,1825,,,,,,,,,,,,,,,,,,,,
00350225,2818,,,,,,,,,,,,,,,,,,,,
00350328,1171,,,,,,,,,,,,,,,,,,,,
00350329,1760,,,,,,,,,,,,,,,,,,,,
00350343,6816,,,,,,,,,,,,,,,,,,,,
00350382,9357,,,,,,,,,,,,,,,,,,,,
00350776,3359,,,,,,,,,,,,,,,,,,,,
00350839,6272,,,,,,,,,,,,,,,,,,,,
00350896,4423,,,,,,,,,,,,,,,,,,,,
00350918,5700,,,,,,,,,,,,,,,,,,,,
00350919,3114,,,,,,,,,,,,,,,,,,,,
00350928,2268,,,,,,,,,,,,,,,,,,,,
00350443,5721,,,,,,,,,,,,,,,,,,,,
00350496,7312,,,,,,,,,,,,,,,,,,,,
00351050,4760,,,,,,,,,,,,,,,,,,,,
00351074,5493,,,,,,,,,,,,,,,,,,,,
00351078,3691,,,,,,,,,,,,,,,,,,,,
00351087,1840,,,,,,,,,,,,,,,,,,,,
00351093,1316,,,,,,,,,,,,,,,,,,,,
00351107,1321,,,,,,,,,,,,,,,,,,,,
00351110,2108,,,,,,,,,,,,,,,,,,,,
00351112,2717,,,,,,,,,,,,,,,,,,,,
00351114,2290,,,,,,,,,,,,,,,,,,,,
00351116,2536,,,,,,,,,,,,,,,,,,,,
00351124,2068,,,,,,,,,,,,,,,,,,,,
00351185,5543,,,,,,,,,,,,,,,,,,,,
00351225,5636,,,,,,,,,,,,,,,,,,,,
00300592,1960,,,,,,,,,,,,,,,,,,,,
00300941,6500,,,,,,,,,,,,,,,,,,,,
00301112,5535,,,,,,,,,,,,,,,,,,,,
00399269,3500,,,,,,,,,,,,,,,,,,,,
00301387,2857,,,,,,,,,,,,,,,,,,,,
00301391,2605,,,,,,,,,,,,,,,,,,,,
00301616,2258,,,,,,,,,,,,,,,,,,,,
00301683,4001,,,,,,,,,,,,,,,,,,,,
00301720,3900,,,,,,,,,,,,,,,,,,,,
00301736,12212,,,,,,,,,,,,,,,,,,,,
00301773,2849,,,,,,,,,,,,,,,,,,,,
00301893,2032,,,,,,,,,,,,,,,,,,,,
00302248,15368,,,,,,,,,,,,,,,,,,,,
00302282,4900,,,,,,,,,,,,,,,,,,,,
00302410,8872,,,,,,,,,,,,,,,,,,,,
00302458,7250,,,,,,,,,,,,,,,,,,,,
00302466,9900,,,,,,,,,,,,,,,,,,,,
00302520,1591,,,,,,,,,,,,,,,,,,,,
00302655,7730,,,,,,,,,,,,,,,,,,,,
00302660,9229,,,,,,,,,,,,,,,,,,,,
00302865,3900,,,,,,,,,,,,,,,,,,,,
00302905,9901,,,,,,,,,,,,,,,,,,,,
00302953,11759,,,,,,,,,,,,,,,,,,,,
00302977,7234,,,,,,,,,,,,,,,,,,,,
00303016,3984,,,,,,,,,,,,,,,,,,,,
00303181,2171,,,,,,,,,,,,,,,,,,,,
00351227,3022,,,,,,,,,,,,,,,,,,,,
00351246,1344,,,,,,,,,,,,,,,,,,,,
00303260,2310,,,,,,,,,,,,,,,,,,,,
00303272,3393,,,,,,,,,,,,,,,,,,,,
00303470,13750,,,,,,,,,,,,,,,,,,,,
00303530,4900,,,,,,,,,,,,,,,,,,,,
00303651,3931,,,,,,,,,,,,,,,,,,,,
00303667,2557,,,,,,,,,,,,,,,,,,,,
00303696,4657,,,,,,,,,,,,,,,,,,,,
00303972,2306,,,,,,,,,,,,,,,,,,,,
00303985,3600,,,,,,,,,,,,,,,,,,,,
00304094,4360,,,,,,,,,,,,,,,,,,,,
00304104,3900,,,,,,,,,,,,,,,,,,,,
00351386,6100,,,,,,,,,,,,,,,,,,,,
00351392,9900,,,,,,,,,,,,,,,,,,,,
00351418,7700,,,,,,,,,,,,,,,,,,,,
00351425,3645,,,,,,,,,,,,,,,,,,,,
00351446,9238,,,,,,,,,,,,,,,,,,,,
00351496,8900,,,,,,,,,,,,,,,,,,,,
00352593,3453,,,,,,,,,,,,,,,,,,,,
00304599,12808,,,,,,,,,,,,,,,,,,,,
00304804,6573,,,,,,,,,,,,,,,,,,,,
00304860,4952,,,,,,,,,,,,,,,,,,,,
00305827,4118,,,,,,,,,,,,,,,,,,,,
00355731,13653,,,,,,,,,,,,,,,,,,,,
00355835,12600,,,,,,,,,,,,,,,,,,,,
00355847,2269,,,,,,,,,,,,,,,,,,,,
00355853,1741,,,,,,,,,,,,,,,,,,,,
00355859,1784,,,,,,,,,,,,,,,,,,,,
00355873,4676,,,,,,,,,,,,,,,,,,,,
00306186,17344,,,,,,,,,,,,,,,,,,,,
00306401,11200,,,,,,,,,,,,,,,,,,,,
00306471,12700,,,,,,,,,,,,,,,,,,,,
00306520,2098,,,,,,,,,,,,,,,,,,,,
00306621,3090,,,,,,,,,,,,,,,,,,,,
00306843,2090,,,,,,,,,,,,,,,,,,,,
00307029,4176,,,,,,,,,,,,,,,,,,,,
00307059,3515,,,,,,,,,,,,,,,,,,,,
00307078,2273,,,,,,,,,,,,,,,,,,,,
00307421,1415,,,,,,,,,,,,,,,,,,,,
00307434,2185,,,,,,,,,,,,,,,,,,,,
00307510,1568,,,,,,,,,,,,,,,,,,,,
00307626,3799,,,,,,,,,,,,,,,,,,,,
00307860,9700,,,,,,,,,,,,,,,,,,,,
00307961,4983,,,,,,,,,,,,,,,,,,,,
00308061,9450,,,,,,,,,,,,,,,,,,,,
00308155,26314,,,,,,,,,,,,,,,,,,,,
00308212,3600,,,,,,,,,,,,,,,,,,,,
00308452,7300,,,,,,,,,,,,,,,,,,,,
00308481,5645,,,,,,,,,,,,,,,,,,,,
00308644,1535,,,,,,,,,,,,,,,,,,,,
00308656,2900,,,,,,,,,,,,,,,,,,,,
00308679,5016,,,,,,,,,,,,,,,,,,,,
00308686,3837,,,,,,,,,,,,,,,,,,,,
00308704,5073,,,,,,,,,,,,,,,,,,,,
00308858,9082,,,,,,,,,,,,,,,,,,,,
00308916,15900,,,,,,,,,,,,,,,,,,,,
00309109,1787,,,,,,,,,,,,,,,,,,,,
00399229,4882,,,,,,,,,,,,,,,,,,,,
00356024,1708,,,,,,,,,,,,,,,,,,,,
00356070,1990,,,,,,,,,,,,,,,,,,,,
00356118,4092,,,,,,,,,,,,,,,,,,,,
00356143,1413,,,,,,,,,,,,,,,,,,,,
00357041,3202,,,,,,,,,,,,,,,,,,,,
00309393,2847,,,,,,,,,,,,,,,,,,,,
00309456,4900,,,,,,,,,,,,,,,,,,,,
00309508,3465,,,,,,,,,,,,,,,,,,,,
00309559,6575,,,,,,,,,,,,,,,,,,,,
00309633,7800,,,,,,,,,,,,,,,,,,,,
00309673,2101,,,,,,,,,,,,,,,,,,,,
00309962,11514,,,,,,,,,,,,,,,,,,,,
00310060,7700,,,,,,,,,,,,,,,,,,,,
00310158,10701,,,,,,,,,,,,,,,,,,,,
00310243,4581,,,,,,,,,,,,,,,,,,,,
00310251,3690,,,,,,,,,,,,,,,,,,,,
00310295,41350,,,,,,,,,,,,,,,,,,,,
00310350,2641,,,,,,,,,,,,,,,,,,,,
00310432,2307,,,,,,,,,,,,,,,,,,,,
00310446,11100,,,,,,,,,,,,,,,,,,,,
00310447,3662,,,,,,,,,,,,,,,,,,,,
00310596,1890,,,,,,,,,,,,,,,,,,,,
00310623,3300,,,,,,,,,,,,,,,,,,,,
00357300,2375,,,,,,,,,,,,,,,,,,,,
00357332,1991,,,,,,,,,,,,,,,,,,,,
00357326,15988,,,,,,,,,,,,,,,,,,,,
00357504,5053,,,,,,,,,,,,,,,,,,,,
00311222,12970,,,,,,,,,,,,,,,,,,,,
00311313,1966,,,,,,,,,,,,,,,,,,,,
00311397,2945,,,,,,,,,,,,,,,,,,,,
00311410,3641,,,,,,,,,,,,,,,,,,,,
00311477,3883,,,,,,,,,,,,,,,,,,,,
00311614,1610,,,,,,,,,,,,,,,,,,,,
00311999,3422,,,,,,,,,,,,,,,,,,,,
00357709,2174,,,,,,,,,,,,,,,,,,,,
00312378,5708,,,,,,,,,,,,,,,,,,,,
00312464,2199,,,,,,,,,,,,,,,,,,,,
00312542,2150,,,,,,,,,,,,,,,,,,,,
00312557,2530,,,,,,,,,,,,,,,,,,,,
00312625,5150,,,,,,,,,,,,,,,,,,,,
00312636,6200,,,,,,,,,,,,,,,,,,,,
00312669,3287,,,,,,,,,,,,,,,,,,,,
00320890,3278,,,,,,,,,,,,,,,,,,,,
00342957,1654,,,,,,,,,,,,,,,,,,,,
00342989,4815,,,,,,,,,,,,,,,,,,,,
00322175,6645,,,,,,,,,,,,,,,,,,,,
00322161,4246,,,,,,,,,,,,,,,,,,,,
00312782,1680,,,,,,,,,,,,,,,,,,,,
00312847,1980,,,,,,,,,,,,,,,,,,,,
00312882,1500,,,,,,,,,,,,,,,,,,,,
00399241,4800,,,,,,,,,,,,,,,,,,,,
00312935,3700,,,,,,,,,,,,,,,,,,,,
00312951,2150,,,,,,,,,,,,,,,,,,,,
00313045,15900,,,,,,,,,,,,,,,,,,,,
00313107,2663,,,,,,,,,,,,,,,,,,,,
00313182,1770,,,,,,,,,,,,,,,,,,,,
00313298,12506,,,,,,,,,,,,,,,,,,,,
00359533,4775,,,,,,,,,,,,,,,,,,,,
00359550,4529,,,,,,,,,,,,,,,,,,,,
00359551,3853,,,,,,,,,,,,,,,,,,,,
00314870,2190,,,,,,,,,,,,,,,,,,,,
00315492,2800,,,,,,,,,,,,,,,,,,,,
00315532,2080,,,,,,,,,,,,,,,,,,,,
00315585,42600,,,,,,,,,,,,,,,,,,,,
00315610,4256,,,,,,,,,,,,,,,,,,,,
00315621,3390,,,,,,,,,,,,,,,,,,,,
00315874,2017,,,,,,,,,,,,,,,,,,,,
00315993,2661,,,,,,,,,,,,,,,,,,,,
00359599,12448,,,,,,,,,,,,,,,,,,,,
00316526,2700,,,,,,,,,,,,,,,,,,,,
00316585,10638,,,,,,,,,,,,,,,,,,,,
00316611,9500,,,,,,,,,,,,,,,,,,,,
00316614,4150,,,,,,,,,,,,,,,,,,,,
00316692,2434,,,,,,,,,,,,,,,,,,,,
00316700,1495,,,,,,,,,,,,,,,,,,,,
00316705,3001,,,,,,,,,,,,,,,,,,,,
00316708,4548,,,,,,,,,,,,,,,,,,,,
00316732,5569,,,,,,,,,,,,,,,,,,,,
00316775,6683,,,,,,,,,,,,,,,,,,,,
00359659,8100,,,,,,,,,,,,,,,,,,,,
00359672,4412,,,,,,,,,,,,,,,,,,,,
00316855,2307,,,,,,,,,,,,,,,,,,,,
00316856,1792,,,,,,,,,,,,,,,,,,,,
00320348,4772,,,,,,,,,,,,,,,,,,,,
00320433,3436,,,,,,,,,,,,,,,,,,,,
00320450,5752,,,,,,,,,,,,,,,,,,,,
00320462,2846,,,,,,,,,,,,,,,,,,,,
00320538,35355,,,,,,,,,,,,,,,,,,,,
00320581,62853,,,,,,,,,,,,,,,,,,,,
00321525,2083,,,,,,,,,,,,,,,,,,,,
00318813,8237,,,,,,,,,,,,,,,,,,,,
00318976,7233,,,,,,,,,,,,,,,,,,,,
00318984,1878,,,,,,,,,,,,,,,,,,,,
00318991,3008,,,,,,,,,,,,,,,,,,,,
00319025,250,,,,,,,,,,,,,,,,,,,,
00319032,250,,,,,,,,,,,,,,,,,,,,
00319078,2777,,,,,,,,,,,,,,,,,,,,
00319108,4709,,,,,,,,,,,,,,,,,,,,
00319306,3800,,,,,,,,,,,,,,,,,,,,
00319309,6000,,,,,,,,,,,,,,,,,,,,
00319331,3185,,,,,,,,,,,,,,,,,,,,
00319348,8581,,,,,,,,,,,,,,,,,,,,
00319385,3450,,,,,,,,,,,,,,,,,,,,
00319394,2896,,,,,,,,,,,,,,,,,,,,
00319408,3773,,,,,,,,,,,,,,,,,,,,
00319426,1688,,,,,,,,,,,,,,,,,,,,
00319428,1688,,,,,,,,,,,,,,,,,,,,
00319430,1982,,,,,,,,,,,,,,,,,,,,
00319455,1810,,,,,,,,,,,,,,,,,,,,
00319491,1515,,,,,,,,,,,,,,,,,,,,
00319569,1376,,,,,,,,,,,,,,,,,,,,
00319585,2940,,,,,,,,,,,,,,,,,,,,
00319600,1600,,,,,,,,,,,,,,,,,,,,
00319602,1853,,,,,,,,,,,,,,,,,,,,
00319683,2593,,,,,,,,,,,,,,,,,,,,
00319711,1514,,,,,,,,,,,,,,,,,,,,
00319889,3639,,,,,,,,,,,,,,,,,,,,
00319952,3557,,,,,,,,,,,,,,,,,,,,
00320017,2040,,,,,,,,,,,,,,,,,,,,
00320123,1112,,,,,,,,,,,,,,,,,,,,
00316927,2836,,,,,,,,,,,,,,,,,,,,
00316937,2914,,,,,,,,,,,,,,,,,,,,
00377440,7580,,,,,,,,,,,,,,,,,,,,
00317050,5737,,,,,,,,,,,,,,,,,,,,
00317178,2400,,,,,,,,,,,,,,,,,,,,
00317212,5100,,,,,,,,,,,,,,,,,,,,
00317345,39800,,,,,,,,,,,,,,,,,,,,
00342982,3900,,,,,,,,,,,,,,,,,,,,
00342983,1605,,,,,,,,,,,,,,,,,,,,
00342984,1594,,,,,,,,,,,,,,,,,,,,
00317414,38218,,,,,,,,,,,,,,,,,,,,
00317512,4653,,,,,,,,,,,,,,,,,,,,
00317530,23830,,,,,,,,,,,,,,,,,,,,
00317551,29934,,,,,,,,,,,,,,,,,,,,
00317596,10300,,,,,,,,,,,,,,,,,,,,
00342974,4310,,,,,,,,,,,,,,,,,,,,
00318121,1015,,,,,,,,,,,,,,,,,,,,
00318299,3900,,,,,,,,,,,,,,,,,,,,
00318446,2928,,,,,,,,,,,,,,,,,,,,
00318523,21514,,,,,,,,,,,,,,,,,,,,
00318682,12455,,,,,,,,,,,,,,,,,,,,
00333069,7167,,,,,,,,,,,,,,,,,,,,
00342959,2258,,,,,,,,,,,,,,,,,,,,
00317673,4200,,,,,,,,,,,,,,,,,,,,
00317894,4800,,,,,,,,,,,,,,,,,,,,
00320883,2302,,,,,,,,,,,,,,,,,,,,
00321887,4500,,,,,,,,,,,,,,,,,,,,
00321916,2197,,,,,,,,,,,,,,,,,,,,
00321937,2400,,,,,,,,,,,,,,,,,,,,
00321978,2131,,,,,,,,,,,,,,,,,,,,
00322018,6900,,,,,,,,,,,,,,,,,,,,
00321316,9262,,,,,,,,,,,,,,,,,,,,
00321317,6582,,,,,,,,,,,,,,,,,,,,
00321326,3791,,,,,,,,,,,,,,,,,,,,
00321328,2193,,,,,,,,,,,,,,,,,,,,
00321512,1708,,,,,,,,,,,,,,,,,,,,
00321680,4812,,,,,,,,,,,,,,,,,,,,
00321728,2726,,,,,,,,,,,,,,,,,,,,
00322266,11789,,,,,,,,,,,,,,,,,,,,
00322275,6127,,,,,,,,,,,,,,,,,,,,
00322341,5356,,,,,,,,,,,,,,,,,,,,
00322392,5149,,,,,,,,,,,,,,,,,,,,
00322725,2740,,,,,,,,,,,,,,,,,,,,
00322778,1563,,,,,,,,,,,,,,,,,,,,
00322878,3360,,,,,,,,,,,,,,,,,,,,
00322921,1654,,,,,,,,,,,,,,,,,,,,
00322964,2056,,,,,,,,,,,,,,,,,,,,
00322979,2056,,,,,,,,,,,,,,,,,,,,
00323009,3498,,,,,,,,,,,,,,,,,,,,
00323022,849,,,,,,,,,,,,,,,,,,,,
00323041,2495,,,,,,,,,,,,,,,,,,,,
00323067,5042,,,,,,,,,,,,,,,,,,,,
00323073,3035,,,,,,,,,,,,,,,,,,,,
00323124,3440,,,,,,,,,,,,,,,,,,,,
00323335,3046,,,,,,,,,,,,,,,,,,,,
00323340,2150,,,,,,,,,,,,,,,,,,,,
00323423,9200,,,,,,,,,,,,,,,,,,,,
00323551,5345,,,,,,,,,,,,,,,,,,,,
00323864,21163,,,,,,,,,,,,,,,,,,,,
00323979,12367,,,,,,,,,,,,,,,,,,,,
00324208,2384,,,,,,,,,,,,,,,,,,,,
00324247,2450,,,,,,,,,,,,,,,,,,,,
00324309,2080,,,,,,,,,,,,,,,,,,,,
00324313,2199,,,,,,,,,,,,,,,,,,,,
00324369,2006,,,,,,,,,,,,,,,,,,,,
00324547,4500,,,,,,,,,,,,,,,,,,,,
00324693,1854,,,,,,,,,,,,,,,,,,,,
00324717,4421,,,,,,,,,,,,,,,,,,,,
00324782,3371,,,,,,,,,,,,,,,,,,,,
00324893,6137,,,,,,,,,,,,,,,,,,,,
00324896,7983,,,,,,,,,,,,,,,,,,,,
00324957,6700,,,,,,,,,,,,,,,,,,,,
00325011,3386,,,,,,,,,,,,,,,,,,,,
00325012,4793,,,,,,,,,,,,,,,,,,,,
00325015,5400,,,,,,,,,,,,,,,,,,,,
00325075,2511,,,,,,,,,,,,,,,,,,,,
00325126,3171,,,,,,,,,,,,,,,,,,,,
00398955,3140,,,,,,,,,,,,,,,,,,,,
00325310,4900,,,,,,,,,,,,,,,,,,,,
00325340,4227,,,,,,,,,,,,,,,,,,,,
00325346,5273,,,,,,,,,,,,,,,,,,,,
00325377,3943,,,,,,,,,,,,,,,,,,,,
00325392,4335,,,,,,,,,,,,,,,,,,,,
00398937,5735,,,,,,,,,,,,,,,,,,,,
00325438,3168,,,,,,,,,,,,,,,,,,,,
00325454,3400,,,,,,,,,,,,,,,,,,,,
00325590,2659,,,,,,,,,,,,,,,,,,,,
00325603,2510,,,,,,,,,,,,,,,,,,,,
00325698,5041,,,,,,,,,,,,,,,,,,,,
00325708,4900,,,,,,,,,,,,,,,,,,,,
00325742,1274,,,,,,,,,,,,,,,,,,,,
00325769,2279,,,,,,,,,,,,,,,,,,,,
00325812,2080,,,,,,,,,,,,,,,,,,,,
00326044,4624,,,,,,,,,,,,,,,,,,,,
00326101,7600,,,,,,,,,,,,,,,,,,,,
00326174,20332,,,,,,,,,,,,,,,,,,,,
00326314,1714,,,,,,,,,,,,,,,,,,,,
00326441,1638,,,,,,,,,,,,,,,,,,,,
00326455,3000,,,,,,,,,,,,,,,,,,,,
00326574,1675,,,,,,,,,,,,,,,,,,,,
00326632,4400,,,,,,,,,,,,,,,,,,,,
00327010,1640,,,,,,,,,,,,,,,,,,,,
00327123,2897,,,,,,,,,,,,,,,,,,,,
00327145,3500,,,,,,,,,,,,,,,,,,,,
00327159,3100,,,,,,,,,,,,,,,,,,,,
00327229,1903,,,,,,,,,,,,,,,,,,,,
00327235,2250,,,,,,,,,,,,,,,,,,,,
00327289,5196,,,,,,,,,,,,,,,,,,,,
00327325,6651,,,,,,,,,,,,,,,,,,,,
00327331,3900,,,,,,,,,,,,,,,,,,,,
00327334,2700,,,,,,,,,,,,,,,,,,,,
00399247,6193,,,,,,,,,,,,,,,,,,,,
00327369,1270,,,,,,,,,,,,,,,,,,,,
00327397,2600,,,,,,,,,,,,,,,,,,,,
00327401,3341,,,,,,,,,,,,,,,,,,,,
00327405,2196,,,,,,,,,,,,,,,,,,,,
00327458,5200,,,,,,,,,,,,,,,,,,,,
00327620,6579,,,,,,,,,,,,,,,,,,,,
00327685,4000,,,,,,,,,,,,,,,,,,,,
00327748,2150,,,,,,,,,,,,,,,,,,,,
00327777,3341,,,,,,,,,,,,,,,,,,,,
00327785,3400,,,,,,,,,,,,,,,,,,,,
00327810,1827,,,,,,,,,,,,,,,,,,,,
00327969,3160,,,,,,,,,,,,,,,,,,,,
00328156,12600,,,,,,,,,,,,,,,,,,,,
00328324,8500,,,,,,,,,,,,,,,,,,,,
00328388,10623,,,,,,,,,,,,,,,,,,,,
00328422,12134,,,,,,,,,,,,,,,,,,,,
00328467,9200,,,,,,,,,,,,,,,,,,,,
00328677,3729,,,,,,,,,,,,,,,,,,,,
00328791,1850,,,,,,,,,,,,,,,,,,,,
00328923,8552,,,,,,,,,,,,,,,,,,,,
00329039,2914,,,,,,,,,,,,,,,,,,,,
00329072,1877,,,,,,,,,,,,,,,,,,,,
00329090,2379,,,,,,,,,,,,,,,,,,,,
00329184,2660,,,,,,,,,,,,,,,,,,,,
00329268,2153,,,,,,,,,,,,,,,,,,,,
00329317,1771,,,,,,,,,,,,,,,,,,,,
00329321,1843,,,,,,,,,,,,,,,,,,,,
00329322,1534,,,,,,,,,,,,,,,,,,,,
00329323,1565,,,,,,,,,,,,,,,,,,,,
00329325,1338,,,,,,,,,,,,,,,,,,,,
00329326,1957,,,,,,,,,,,,,,,,,,,,
00329345,1395,,,,,,,,,,,,,,,,,,,,
00329464,1600,,,,,,,,,,,,,,,,,,,,
00329617,3647,,,,,,,,,,,,,,,,,,,,
00329621,3647,,,,,,,,,,,,,,,,,,,,
00329622,1474,,,,,,,,,,,,,,,,,,,,
00329728,5500,,,,,,,,,,,,,,,,,,,,
00329853,5105,,,,,,,,,,,,,,,,,,,,
00329950,3822,,,,,,,,,,,,,,,,,,,,
00329995,3260,,,,,,,,,,,,,,,,,,,,
00329998,2204,,,,,,,,,,,,,,,,,,,,
00330009,4843,,,,,,,,,,,,,,,,,,,,
00330103,4478,,,,,,,,,,,,,,,,,,,,
00330140,4400,,,,,,,,,,,,,,,,,,,,
00330179,3752,,,,,,,,,,,,,,,,,,,,
00330223,2906,,,,,,,,,,,,,,,,,,,,
00330246,3591,,,,,,,,,,,,,,,,,,,,
00330291,6399,,,,,,,,,,,,,,,,,,,,
00330369,2100,,,,,,,,,,,,,,,,,,,,
00330377,4200,,,,,,,,,,,,,,,,,,,,
00330395,11171,,,,,,,,,,,,,,,,,,,,
00330422,5137,,,,,,,,,,,,,,,,,,,,
00330424,2789,,,,,,,,,,,,,,,,,,,,
00330463,3231,,,,,,,,,,,,,,,,,,,,
00330485,5076,,,,,,,,,,,,,,,,,,,,
00330493,3274,,,,,,,,,,,,,,,,,,,,
00330529,2224,,,,,,,,,,,,,,,,,,,,
00330557,2246,,,,,,,,,,,,,,,,,,,,
00330624,1915,,,,,,,,,,,,,,,,,,,,
00330628,5767,,,,,,,,,,,,,,,,,,,,
00330638,2150,,,,,,,,,,,,,,,,,,,,
00330684,4785,,,,,,,,,,,,,,,,,,,,
00330707,4144,,,,,,,,,,,,,,,,,,,,
00330753,2106,,,,,,,,,,,,,,,,,,,,
00330769,3408,,,,,,,,,,,,,,,,,,,,
00330773,2509,,,,,,,,,,,,,,,,,,,,
00330777,3114,,,,,,,,,,,,,,,,,,,,
00330793,4159,,,,,,,,,,,,,,,,,,,,
00330855,16343,,,,,,,,,,,,,,,,,,,,
00330944,4900,,,,,,,,,,,,,,,,,,,,
00330995,4950,,,,,,,,,,,,,,,,,,,,
00331073,4927,,,,,,,,,,,,,,,,,,,,
00331120,10375,,,,,,,,,,,,,,,,,,,,
00331199,18240,,,,,,,,,,,,,,,,,,,,
00331265,6685,,,,,,,,,,,,,,,,,,,,
00331315,10500,,,,,,,,,,,,,,,,,,,,
00331335,6325,,,,,,,,,,,,,,,,,,,,
00331420,9188,,,,,,,,,,,,,,,,,,,,
00331599,5820,,,,,,,,,,,,,,,,,,,,
00331776,7178,,,,,,,,,,,,,,,,,,,,
00331807,8490,,,,,,,,,,,,,,,,,,,,
00331823,16165,,,,,,,,,,,,,,,,,,,,
00332107,3753,,,,,,,,,,,,,,,,,,,,
00332200,2719,,,,,,,,,,,,,,,,,,,,
00332207,2025,,,,,,,,,,,,,,,,,,,,
00332520,6300,,,,,,,,,,,,,,,,,,,,
00332590,9900,,,,,,,,,,,,,,,,,,,,
00332651,8900,,,,,,,,,,,,,,,,,,,,
00332687,3739,,,,,,,,,,,,,,,,,,,,
00332755,1560,,,,,,,,,,,,,,,,,,,,
00332804,8800,,,,,,,,,,,,,,,,,,,,
00332891,10835,,,,,,,,,,,,,,,,,,,,
00341372,2058,,,,,,,,,,,,,,,,,,,,
00332961,12085,,,,,,,,,,,,,,,,,,,,
00332979,23572,,,,,,,,,,,,,,,,,,,,
00332982,11362,,,,,,,,,,,,,,,,,,,,
00332995,6110,,,,,,,,,,,,,,,,,,,,
00333521,5800,,,,,,,,,,,,,,,,,,,,
00333611,4416,,,,,,,,,,,,,,,,,,,,
00333665,13401,,,,,,,,,,,,,,,,,,,,
00333708,12485,,,,,,,,,,,,,,,,,,,,
00333709,6666,,,,,,,,,,,,,,,,,,,,
00333710,7905,,,,,,,,,,,,,,,,,,,,
00333781,3400,,,,,,,,,,,,,,,,,,,,
00333782,2681,,,,,,,,,,,,,,,,,,,,
00333788,1650,,,,,,,,,,,,,,,,,,,,
00333808,1816,,,,,,,,,,,,,,,,,,,,
00333847,3439,,,,,,,,,,,,,,,,,,,,
00333866,3641,,,,,,,,,,,,,,,,,,,,
00333897,6156,,,,,,,,,,,,,,,,,,,,
00333984,2971,,,,,,,,,,,,,,,,,,,,
00334080,3473,,,,,,,,,,,,,,,,,,,,
00334139,2617,,,,,,,,,,,,,,,,,,,,
00334142,2294,,,,,,,,,,,,,,,,,,,,
00334148,2392,,,,,,,,,,,,,,,,,,,,
00334159,1544,,,,,,,,,,,,,,,,,,,,
00334193,2235,,,,,,,,,,,,,,,,,,,,
00334282,5466,,,,,,,,,,,,,,,,,,,,
00334316,5244,,,,,,,,,,,,,,,,,,,,
00334346,1909,,,,,,,,,,,,,,,,,,,,
00334440,3715,,,,,,,,,,,,,,,,,,,,
00334459,3097,,,,,,,,,,,,,,,,,,,,
00334537,3049,,,,,,,,,,,,,,,,,,,,
00334582,1500,,,,,,,,,,,,,,,,,,,,
00334595,1900,,,,,,,,,,,,,,,,,,,,
00334621,2325,,,,,,,,,,,,,,,,,,,,
00334641,3516,,,,,,,,,,,,,,,,,,,,
00334657,2616,,,,,,,,,,,,,,,,,,,,
00334687,3108,,,,,,,,,,,,,,,,,,,,
00334718,8983,,,,,,,,,,,,,,,,,,,,
00334760,2880,,,,,,,,,,,,,,,,,,,,
00334832,13202,,,,,,,,,,,,,,,,,,,,
00334853,5340,,,,,,,,,,,,,,,,,,,,
00334878,4266,,,,,,,,,,,,,,,,,,,,
00334923,3115,,,,,,,,,,,,,,,,,,,,
00334943,2996,,,,,,,,,,,,,,,,,,,,
00334970,5960,,,,,,,,,,,,,,,,,,,,
00334972,2726,,,,,,,,,,,,,,,,,,,,
00335009,2139,,,,,,,,,,,,,,,,,,,,
00335060,2325,,,,,,,,,,,,,,,,,,,,
00335079,2850,,,,,,,,,,,,,,,,,,,,
00398939,2531,,,,,,,,,,,,,,,,,,,,
00335107,2316,,,,,,,,,,,,,,,,,,,,
00335149,3500,,,,,,,,,,,,,,,,,,,,
00335183,4896,,,,,,,,,,,,,,,,,,,,
00335185,6148,,,,,,,,,,,,,,,,,,,,
